"crash_date_time","collision_type","weather","surface_condition","light","driver_at_fault","injury_severity","vehicle_first_impact_location","vehicle_body_type","vehicle_movement","vehicle_going_dir","speed_limit","vehicle_year","vehicle_make","vehicle_model","latitude","longitude","location"
"08/21/2020 05:45:00 PM","HEAD ON LEFT TURN","N/A","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","ACCELERATING","East","35","2001","HOND","CIVIC","39.18644667","-77.27376833","(39.18644667, -77.27376833)"
"08/21/2020 03:30:00 PM","SAME DIRECTION RIGHT TURN","CLOUDY","DRY","DAYLIGHT","No","NO APPARENT INJURY","SEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","30","2018","TOYOTA","TACOMA","39.0598873","-77.05061614","(39.0598873, -77.05061614)"
"08/21/2020 02:50:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Unknown","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","40","2000","CHEVROLET","VAN","39.02398667","-77.01152667","(39.02398667, -77.01152667)"
"08/21/2020 03:00:00 AM","SAME DIR REAR END","UNKNOWN","UNKNOWN","N/A","Yes","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","BACKING","East","10","2005","TOYOTA","PRIUS","39.17826227","-77.20921208","(39.17826227, -77.20921208)"
"08/20/2020 06:19:00 PM","OTHER","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","VAN","BACKING","West","30","2017","TOYOTA","SIENNA","39.1351867","-77.0766449","(39.1351867, -77.0766449)"
"08/20/2020 05:26:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","ACCELERATING","South","25","2013","NISSAN","FRONT TEIR","39.00378667","-76.993294","(39.00378667, -76.993294)"
"08/20/2020 04:35:00 PM","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","West","35","2019","CHEVY","TRAVERSE","38.97811167","-77.09877667","(38.97811167, -77.09877667)"
"08/20/2020 11:25:00 AM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MAKING LEFT TURN","West","35","2009","TOYOTA","YARIS","39.05288667","-77.05112","(39.05288667, -77.05112)"
"08/20/2020 10:06:00 AM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","STARTING FROM LANE","East","40","2011","TOYOTA","RAV 4","39.094218","-77.132624","(39.094218, -77.132624)"
"08/20/2020 07:45:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","PICKUP TRUCK","MOVING CONSTANT SPEED","North","40","2006","FORD","F-150","39.016658","-76.97675333","(39.016658, -76.97675333)"
"08/19/2020 10:56:00 PM","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","Yes","SUSPECTED SERIOUS INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","West","55","2010","AUDI","Q5","39.02676667","-77.195215","(39.02676667, -77.195215)"
"08/19/2020 07:25:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DUSK","No","NO APPARENT INJURY","TWELVE OCLOCK","POLICE VEHICLE/EMERGENCY","MAKING LEFT TURN","East","25","2019","CHEVROLET","TAHOE","39.03886517","-77.05087367","(39.03886517, -77.05087367)"
"08/19/2020 06:24:00 PM","ANGLE MEETS RIGHT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","PICKUP TRUCK","MAKING RIGHT TURN","East","10","2001","FORD","TK","39.26714","-77.20505167","(39.26714, -77.20505167)"
"08/19/2020 05:44:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MAKING U TURN","West","15","2016","CHEVY","CRUZ","39.04642483","-76.98631817","(39.04642483, -76.98631817)"
"08/19/2020 05:30:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","25","2017","INFI","4H","39.05697189","-77.11722257","(39.05697189, -77.11722257)"
"08/19/2020 04:00:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TEN OCLOCK","PASSENGER CAR","CHANGING LANES","North","30","2015","HYUNDAI","GENESIS","39.0522855","-77.12638283","(39.0522855, -77.12638283)"
"08/19/2020 11:48:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","SIX OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","40","2017","FORD","FOCUS","39.10577833","-77.145175","(39.10577833, -77.145175)"
"08/19/2020 08:50:00 AM","SAME DIR REAR END","RAINING","WET","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","POLICE VEHICLE/NON EMERGENCY","UNKNOWN","West","50","2013","DODGE","TRUCK","39.18523013","-77.1504999","(39.18523013, -77.1504999)"
"08/19/2020 06:40:00 AM","STRAIGHT MOVEMENT ANGLE","RAINING","WET","DARK -- UNKNOWN LIGHTING","No","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","South","35","2019","GMC","TERRAIN","39.05149167","-77.07494167","(39.05149167, -77.07494167)"
"08/18/2020 05:13:00 PM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","SUSPECTED MINOR INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","35","2007","INFI","G35","39.02309183","-77.162491","(39.02309183, -77.162491)"
"08/18/2020 02:07:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWO OCLOCK","VAN","MOVING CONSTANT SPEED","North","50","2003","HONDA","ODYSSEY","39.17106333","-77.27797667","(39.17106333, -77.27797667)"
"08/18/2020 01:30:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","45","2012","TOYOTA","4S","39.02038786","-77.04445928","(39.02038786, -77.04445928)"
"08/18/2020 12:45:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","FIVE OCLOCK","PASSENGER CAR","STARTING FROM PARKED","West","25","2015","NISSAN","SENTRA","38.98135","-77.10076","(38.98135, -77.10076)"
"08/18/2020 10:25:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","35","2014","FORD","F-150","39.10252833","-77.0461","(39.10252833, -77.0461)"
"08/18/2020 08:00:00 AM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","45","2015","HONDA","TK","39.08796458","-77.15059353","(39.08796458, -77.15059353)"
"08/17/2020 11:07:00 PM","STRAIGHT MOVEMENT ANGLE","N/A","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","40","2015","HYUNDAI","SONATA","39.06330167","-76.96559167","(39.06330167, -76.96559167)"
"08/17/2020 07:35:00 PM","SAME DIR REAR END","RAINING","WET","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","40","2013","NISSAN","VERSA","39.06581783","-77.03502133","(39.06581783, -77.03502133)"
"08/17/2020 06:30:00 PM","STRAIGHT MOVEMENT ANGLE","RAINING","WET","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","35","2017","HOND","4S","39.03300833","-77.07501667","(39.03300833, -77.07501667)"
"08/17/2020 05:53:00 PM","STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","East","35","2012","FORD","FUSION","39.03198933","-77.0482815","(39.03198933, -77.0482815)"
"08/17/2020 01:35:00 PM","SINGLE VEHICLE","N/A","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","East","40","2008","NISSAN","MAXIMA","39.06924973","-77.10471672","(39.06924973, -77.10471672)"
"08/17/2020 11:00:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","40","1999","TOYOTA","AVALON","39.00948","-77.04043667","(39.00948, -77.04043667)"
"08/16/2020 07:44:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","SEVEN OCLOCK","(SPORT) UTILITY VEHICLE","CHANGING LANES","South","30","2016","TOYOTA","RAV4","39.02844333","-77.13213","(39.02844333, -77.13213)"
"08/16/2020 04:17:00 PM","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","STARTING FROM LANE","West","35","2016","TOYOTA","TK","39.07279833","-77.04544333","(39.07279833, -77.04544333)"
"08/16/2020 02:56:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","WET","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","East","25","2010","TOYOTA","4RUNNER","39.0608","-77.07175","(39.0608, -77.07175)"
"08/16/2020 12:31:00 PM","STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","No","NO APPARENT INJURY","FIVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","35","2014","HYUNDAI","SANTA FE","39.05287","-77.12602333","(39.05287, -77.12602333)"
"08/16/2020 09:37:00 AM","SINGLE VEHICLE","RAINING","WET","DAYLIGHT","Yes","POSSIBLE INJURY","ELEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","35","2008","MITSUBISHI","GALANT","39.05118667","-77.133585","(39.05118667, -77.133585)"
"08/16/2020 07:14:00 AM","SINGLE VEHICLE","RAINING","WET","DAYLIGHT","Yes","SUSPECTED MINOR INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","South","30","2011","NISSAN","JUKE","39.16113833","-77.387805","(39.16113833, -77.387805)"
"08/16/2020 12:48:00 AM","SINGLE VEHICLE","RAINING","WET","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","South","35","2019","JEEP","COMPASS","39.0242255","-77.045762","(39.0242255, -77.045762)"
"08/15/2020 10:10:00 PM","SAME DIR REAR END","RAINING","WET","DARK LIGHTS ON","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","35","2010","TOYOTA","4S","39.14808574","-77.21800743","(39.14808574, -77.21800743)"
"08/15/2020 05:16:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","N/A","DAYLIGHT","Yes","NO APPARENT INJURY","EIGHT OCLOCK","PASSENGER CAR","ENTERING TRAFFIC LANE","North","35","2011","MERZ","CLS 550","39.02644167","-77.04644833","(39.02644167, -77.04644833)"
"08/15/2020 03:46:00 PM","SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","North","40","2015","BMW","X5","39.19550333","-77.24412333","(39.19550333, -77.24412333)"
"08/15/2020 03:37:00 PM","SAME DIRECTION SIDESWIPE","RAINING","WET","DAYLIGHT","No","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","25","2011","NISSAN","VERSA","39.044405","-77.04910833","(39.044405, -77.04910833)"
"08/15/2020 03:15:00 PM","OTHER","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","West","25","2013","CHEV","4S","39.13377833","-77.15823","(39.13377833, -77.15823)"
"08/15/2020 12:22:00 PM","STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","No","POSSIBLE INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","West","35","2012","CHRY","4S","39.01397667","-77.04212667","(39.01397667, -77.04212667)"
"08/15/2020 10:15:00 AM","SAME DIR REAR END","N/A","WET","DARK LIGHTS ON","No","POSSIBLE INJURY","SIX OCLOCK","PASSENGER CAR","ACCELERATING","East","35","2010","NISS","ALTIMA","39.07272133","-76.93893833","(39.07272133, -76.93893833)"
"08/14/2020 11:35:00 PM","OTHER","RAINING","WET","DARK LIGHTS ON","No","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","40","2001","HONDA","CIVIC","39.19356467","-77.26998857","(39.19356467, -77.26998857)"
"08/14/2020 10:44:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","WET","DARK LIGHTS ON","Unknown","NO APPARENT INJURY","ONE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","North","25","2013","TOYOTA","VENZA","39.127038","-77.18171","(39.127038, -77.18171)"
"08/14/2020 08:18:00 PM","SINGLE VEHICLE","RAINING","WET","DARK NO LIGHTS","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","35","2012","FORD","ESCAPE","39.17667994","-77.21006808","(39.17667994, -77.21006808)"
"08/14/2020 05:26:00 PM","SAME DIR REAR END","RAINING","WET","DAYLIGHT","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","ACCELERATING","South","40","2013","CADILLAC","ATS4","39.07407667","-77.13572833","(39.07407667, -77.13572833)"
"08/14/2020 03:30:00 PM","SAME DIR REAR END","RAINING","WET","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","55","2013","HONDA","CRV","39.10502333","-76.932855","(39.10502333, -76.932855)"
"08/14/2020 02:58:00 PM","SINGLE VEHICLE","N/A","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)","MOVING CONSTANT SPEED","West","25","2016","FORD","TK","39.14273889","-77.4075152","(39.14273889, -77.4075152)"
"08/14/2020 10:05:00 AM","SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","EIGHT OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","25","2019","MERCEDES","A220","38.97714961","-77.08658633","(38.97714961, -77.08658633)"
"08/14/2020 07:45:00 AM","SAME DIRECTION SIDESWIPE","CLOUDY","DRY","DAYLIGHT","No","NO APPARENT INJURY","ELEVEN OCLOCK","VAN","MOVING CONSTANT SPEED","South","25","2002","CHEVY","EXPRESS","39.03889833","-77.05095133","(39.03889833, -77.05095133)"
"08/14/2020 02:21:00 AM","OTHER","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","Unknown","30","2010","HONDA","CIVIC","39.07845104","-77.12173245","(39.07845104, -77.12173245)"
"08/13/2020 06:42:00 PM","OTHER","RAINING","WET","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","25","2019","TOYOTA","RAV4","39.15397597","-77.20885657","(39.15397597, -77.20885657)"
"08/13/2020 06:02:00 PM","HEAD ON","N/A","DRY","DAYLIGHT","Yes","POSSIBLE INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","North","35","2012","CHEVROLET","CRUZE","39.14735667","-77.23311667","(39.14735667, -77.23311667)"
"08/13/2020 04:47:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","N/A","DAYLIGHT","Yes","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","STARTING FROM PARKED","South","35","2008","HONDA","CIVIV","38.99254","-76.99175667","(38.99254, -76.99175667)"
"08/13/2020 03:50:00 PM","HEAD ON LEFT TURN","N/A","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","25","2016","FORD","FOCUS","39.18551667","-77.18787333","(39.18551667, -77.18787333)"
"08/13/2020 02:49:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","East","30","2016","KIA","SOUL","39.19008333","-77.26654833","(39.19008333, -77.26654833)"
"08/13/2020 10:04:00 AM","HEAD ON LEFT TURN","RAINING","WET","DAYLIGHT","Yes","NO APPARENT INJURY","FIVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","East","40","2014","HYUNDAI","SANTE FE","39.12876333","-77.167035","(39.12876333, -77.167035)"
"08/13/2020 07:00:00 AM","STRAIGHT MOVEMENT ANGLE","RAINING","WET","DAYLIGHT","Yes","NO APPARENT INJURY","TWO OCLOCK","VAN","MAKING LEFT TURN","West","35","2013","CHEV","VAN","39.0669145","-77.15027183","(39.0669145, -77.15027183)"
"08/13/2020 12:15:00 AM","SAME DIR REAR END","CLOUDY","DRY","DARK NO LIGHTS","No","POSSIBLE INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","East","25","2010","HONDA","CRV","39.14147727","-77.19351532","(39.14147727, -77.19351532)"
"08/12/2020 08:28:00 PM","SINGLE VEHICLE","RAINING","WET","DARK NO LIGHTS","Yes","NO APPARENT INJURY","SIX OCLOCK","POLICE VEHICLE/NON EMERGENCY","BACKING","South","25","2017","FORD","4S","38.992827","-77.185998","(38.992827, -77.185998)"
"08/12/2020 06:35:00 PM","SAME DIRECTION SIDESWIPE","RAINING","WET","DUSK","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","25","2011","TOYOTA","4S","39.08237883","-76.947692","(39.08237883, -76.947692)"
"08/12/2020 05:50:00 PM","SAME DIR REAR END","RAINING","WET","DAYLIGHT","No","SUSPECTED MINOR INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","South","25","1998","HONDA","CIVIC","39.0417285","-77.05216133","(39.0417285, -77.05216133)"
"08/12/2020 02:00:00 PM","SINGLE VEHICLE","N/A","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","45","2016","DODGE","RAM 1500","39.11570483","-76.9614","(39.11570483, -76.9614)"
"08/12/2020 10:52:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","45","2013","NISSAN","ROGUE","39.10322669","-77.18998851","(39.10322669, -77.18998851)"
"08/12/2020 09:59:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","South","25","2008","HONDA","SUV","39.05366667","-77.111165","(39.05366667, -77.111165)"
"08/12/2020 01:20:00 AM","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","UNKNOWN","PASSENGER CAR","ACCELERATING","North","40","2010","FORD","FUSION","39.190355","-77.22409833","(39.190355, -77.22409833)"
"08/11/2020 10:15:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWO OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","North","30","2003","HONDA","PILOT","38.99260599","-77.0265425","(38.99260599, -77.0265425)"
"08/11/2020 07:45:00 PM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ONE OCLOCK","AMBULANCE/EMERGENCY","MOVING CONSTANT SPEED","South","35","2016","FRHT","AMBULANCE","39.0246768","-77.04599488","(39.0246768, -77.04599488)"
"08/11/2020 06:57:00 PM","STRAIGHT MOVEMENT ANGLE","N/A","DRY","DAYLIGHT","No","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","40","2019","TOYOTA","TK","39.02057","-77.01317167","(39.02057, -77.01317167)"
"08/11/2020 02:20:00 PM","SAME DIR REAR END","N/A","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","35","2011","TOYOTA","COROLLA","39.17707","-77.10033167","(39.17707, -77.10033167)"
"08/11/2020 01:20:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","SIX OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","North","55","2011","CADI","SU","39.104305","-76.93306833","(39.104305, -76.93306833)"
"08/11/2020 07:03:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","North","40","2004","CHRYSLER","PT CRUISER","39.07629524","-77.12036727","(39.07629524, -77.12036727)"
"08/10/2020 09:20:00 PM","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","40","2008","JEEP","PATRIOT","39.09337667","-77.13170167","(39.09337667, -77.13170167)"
"08/10/2020 05:27:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","SUSPECTED MINOR INJURY","TWO OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","40","2004","FORD","TAURUS","39.07314733","-77.002411","(39.07314733, -77.002411)"
"08/10/2020 04:58:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","45","2014","HYUN","4S","39.16686","-77.27081333","(39.16686, -77.27081333)"
"08/10/2020 02:45:00 PM","SAME DIR REND LEFT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","THREE OCLOCK","TRANSIT BUS","MAKING LEFT TURN","South","35","2011","GILL","BUS","38.99742133","-77.026475","(38.99742133, -77.026475)"
"08/10/2020 12:05:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SEVEN OCLOCK","FIRE VEHICLE/NON EMERGENCY","MOVING CONSTANT SPEED","South","25","2019","PIRC","TK","39.1992925","-77.26671933","(39.1992925, -77.26671933)"
"08/10/2020 10:45:00 AM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TEN OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","North","35","2006","TOYOTA","TUNDRA","39.12410221","-77.17565372","(39.12410221, -77.17565372)"
"08/10/2020 10:00:00 AM","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","NINE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","East","5","2015","FORD","EXP","39.101029","-77.07576467","(39.101029, -77.07576467)"
"08/10/2020 08:30:00 AM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","25","2009","TOYOTA","COROLLA","39.24441167","-77.27071167","(39.24441167, -77.27071167)"
"08/10/2020 01:10:00 AM","OTHER","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","30","2000","TOYT","4S","39.07601833","-77.13522167","(39.07601833, -77.13522167)"
"08/09/2020 06:54:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","North","30","2002","FORD","EXPLORER","39.08026833","-77.0797","(39.08026833, -77.0797)"
"08/09/2020 06:16:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","FOUR OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","45","2014","HONDA","CIVIC","39.07935","-77.134715","(39.07935, -77.134715)"
"08/09/2020 02:59:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","35","2018","HONDA","4S","39.02294565","-77.01688262","(39.02294565, -77.01688262)"
"08/09/2020 01:26:00 AM","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MAKING U TURN","West","35","2010","HONDA","CRV","39.00592667","-76.99735","(39.00592667, -76.99735)"
"08/08/2020 10:15:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","25","2015","TOYOTA","COROLLA","38.98152256","-76.98884798","(38.98152256, -76.98884798)"
"08/08/2020 08:58:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","ACCELERATING","North","35","2018","FORD","MUSTANG","38.99914283","-77.09673917","(38.99914283, -77.09673917)"
"08/08/2020 06:48:00 PM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","POSSIBLE INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","25","2016","TOYOTA","CAMRY","39.03444667","-77.11946","(39.03444667, -77.11946)"
"08/08/2020 05:31:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","35","2018","TOYOTA","COROLLA","38.96981246","-77.11206494","(38.96981246, -77.11206494)"
"08/08/2020 04:29:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","45","2019","HYUNDAI","4S","39.00816397","-76.97975709","(39.00816397, -76.97975709)"
