"crash_date_time","collision_type","weather","surface_condition","light","driver_at_fault","injury_severity","vehicle_first_impact_location","vehicle_body_type","vehicle_movement","vehicle_going_dir","speed_limit","vehicle_year","vehicle_make","vehicle_model","latitude","longitude","location"
"10/25/2023 02:43:00 PM","ANGLE MEETS RIGHT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","East","5","2004","TOYOTA","CAMRY","39.112059","-76.93333967","(39.112059, -76.93333967)"
"10/25/2023 01:48:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","Unknown","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","South","25","2001","JEEP","GRAND CHEROKEE","38.9604485","-77.08809317","(38.9604485, -77.08809317)"
"10/25/2023 12:25:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","35","2022","KIA","SOUL","39.07443186","-77.13556663","(39.07443186, -77.13556663)"
"10/25/2023 11:09:00 AM","SAME DIRECTION RIGHT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","FIVE OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","North","25","2023","HYUNDAI","SONATA","38.9775896","-77.09181373","(38.9775896, -77.09181373)"
"10/25/2023 09:59:00 AM","ANGLE MEETS LEFT TURN","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","POLICE VEHICLE/EMERGENCY","MOVING CONSTANT SPEED","East","50","2020","CHEVROLET","TAHOE","39.25089608","-77.14384971","(39.25089608, -77.14384971)"
"10/25/2023 08:20:00 AM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","50","2020","PORS","TK","39.10897373","-77.2136575","(39.10897373, -77.2136575)"
"10/25/2023 06:49:00 AM","STRAIGHT MOVEMENT ANGLE","N/A","DRY","DAWN","Yes","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","35","2023","MAZD","UT","39.15689833","-77.165785","(39.15689833, -77.165785)"
"10/25/2023 04:01:00 AM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","UNKNOWN","West","35","2010","HYUNDAI","ELANTRA","39.08830352","-76.93074121","(39.08830352, -76.93074121)"
"10/24/2023 08:09:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","UNKNOWN","North","35","2016","TOYT","TK","39.05533333","-77.08351","(39.05533333, -77.08351)"
"10/24/2023 08:00:00 PM","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","35","2017","ACUR","UT","39.18928167","-77.190543","(39.18928167, -77.190543)"
"10/24/2023 07:02:00 PM","HEAD ON LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","STARTING FROM LANE","North","25","2018","INFINITI","HB","38.9841145","-77.09094217","(38.9841145, -77.09094217)"
"10/24/2023 04:59:00 PM","SAME DIR REAR END","N/A","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","35","2016","RANGE ROVER","TK","39.10063644","-77.18557997","(39.10063644, -77.18557997)"
"10/24/2023 02:49:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","SUSPECTED MINOR INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","SLOWING OR STOPPING","East","35","2021","GMC","TERRAIN","38.98686833","-77.13222333","(38.98686833, -77.13222333)"
"10/24/2023 02:47:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","South","40","2013","TOYT","HY","39.18757333","-77.25261333","(39.18757333, -77.25261333)"
"10/24/2023 10:00:00 AM","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","FIVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","North","30","2002","BUICK","4S","39.09585333","-77.00218167","(39.09585333, -77.00218167)"
"10/24/2023 08:09:00 AM","SAME DIRECTION RIGHT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","35","8888","HONDA","UNKNOWN","39.07866199","-77.13119397","(39.07866199, -77.13119397)"
"10/24/2023 07:33:00 AM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","THREE OCLOCK","CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))","MOVING CONSTANT SPEED","East","25","2013","CHEVROLET","EXPRESS","39.05682667","-77.069749","(39.05682667, -77.069749)"
"10/23/2023 11:08:00 PM","HEAD ON","CLEAR","DRY","DARK LIGHTS ON","No","POSSIBLE INJURY","TWELVE OCLOCK","POLICE VEHICLE/EMERGENCY","MOVING CONSTANT SPEED","North","25","2012","DODGE","CHARGER","39.08925501","-76.95810866","(39.08925501, -76.95810866)"
"10/23/2023 08:28:00 PM","SAME DIRECTION LEFT TURN","N/A","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWO OCLOCK","PICKUP TRUCK","MAKING LEFT TURN","West","50","2022","TOYT","TACOMA","39.1285795","-77.34342633","(39.1285795, -77.34342633)"
"10/23/2023 05:20:00 PM","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","MAKING LEFT TURN","West","40","2008","TOYOTA","SOLARA","39.1428625","-77.06769017","(39.1428625, -77.06769017)"
"10/23/2023 04:45:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","FOUR OCLOCK","PASSENGER CAR","CHANGING LANES","West","35","2019","TOYOTA","COROLLA","39.0933305","-77.07918583","(39.0933305, -77.07918583)"
"10/23/2023 04:11:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","35","2011","ACURA","TK","38.9956888","-77.0387233","(38.9956888, -77.0387233)"
"10/23/2023 01:15:00 PM","SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SEVEN OCLOCK","PASSENGER CAR","MAKING LEFT TURN","East","25","2013","LEXUS","4D","39.09697934","-77.1950081","(39.09697934, -77.1950081)"
"10/23/2023 12:05:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Unknown","SUSPECTED MINOR INJURY","TWELVE OCLOCK","PASSENGER CAR","UNKNOWN","South","55","2010","TOYOTA","COROLLA","39.10433002","-76.93329246","(39.10433002, -76.93329246)"
"10/23/2023 08:47:00 AM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","CHANGING LANES","West","40","2008","BMW","M5","39.10668817","-77.15012417","(39.10668817, -77.15012417)"
"10/23/2023 06:55:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAWN","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","East","40","2016","KIA","SORENTO","39.10624","-77.00171667","(39.10624, -77.00171667)"
"10/23/2023 03:13:00 AM","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","35","2012","BMW","328","39.05116408","-77.1332586","(39.05116408, -77.1332586)"
"10/22/2023 08:00:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","25","2018","TOYOTA","RAV4","38.99261785","-77.00217458","(38.99261785, -77.00217458)"
"10/22/2023 04:59:00 PM","STRAIGHT MOVEMENT ANGLE","N/A","DRY","DAYLIGHT","No","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","South","35","2015","TOYOTA","RAV4","39.12664784","-77.2438037","(39.12664784, -77.2438037)"
"10/22/2023 04:00:00 PM","SAME DIRECTION SIDESWIPE","N/A","DRY","DAYLIGHT","Unknown","NO APPARENT INJURY","SEVEN OCLOCK","AMBULANCE/EMERGENCY","MOVING CONSTANT SPEED","North","55","2016","FRHT","AM","39.164985","-77.23921667","(39.164985, -77.23921667)"
"10/22/2023 03:00:00 PM","SAME DIR REAR END","CLEAR","DRY","DARK -- UNKNOWN LIGHTING","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","35","2008","TOYT","CN","39.15462307","-77.2088226","(39.15462307, -77.2088226)"
"10/22/2023 01:18:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","East","35","2012","CHEV","EQUINOX","39.0276894","-77.07811533","(39.0276894, -77.07811533)"
"10/22/2023 10:51:00 AM","OTHER","CLEAR","DRY","DAYLIGHT","Yes","SUSPECTED MINOR INJURY","ELEVEN OCLOCK","PASSENGER CAR","ENTERING TRAFFIC LANE","North","25","2018","CHRYSLER","FIAT 500","38.99504933","-77.11915367","(38.99504933, -77.11915367)"
"10/22/2023 10:00:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","45","2006","HONDA","CIVIC","39.03872167","-77.07609667","(39.03872167, -77.07609667)"
"10/22/2023 05:51:00 AM","SINGLE VEHICLE","CLEAR","DRY","DAWN","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","35","2015","MAZDA","3","39.0190628","-77.01091391","(39.0190628, -77.01091391)"
"10/21/2023 07:25:00 PM","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","Yes","SUSPECTED MINOR INJURY","TWELVE OCLOCK","VAN","MOVING CONSTANT SPEED","North","35","2006","CHEVY","ECONOLINE","39.14382833","-77.05519667","(39.14382833, -77.05519667)"
"10/21/2023 06:19:00 PM","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","25","2013","HONDA","CIVIC","39.287078","-77.20786067","(39.287078, -77.20786067)"
"10/21/2023 04:28:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","30","2016","KIA","OPTIMA","38.9893","-77.101845","(38.9893, -77.101845)"
"10/21/2023 01:42:00 PM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","ACCELERATING","North","40","2023","TOYT","SD","39.12882167","-77.16708333","(39.12882167, -77.16708333)"
"10/21/2023 12:33:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","West","30","2021","CHEVY","SPARK","39.15226277","-77.1959708","(39.15226277, -77.1959708)"
"10/21/2023 12:07:00 PM","SAME DIRECTION RIGHT TURN","CLOUDY","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","CHANGING LANES","North","35","2011","FORD","EXPEDITION","38.99730043","-77.02713728","(38.99730043, -77.02713728)"
"10/21/2023 09:08:00 AM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ONE OCLOCK","OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)","ACCELERATING","South","25","2006","FORD","BOX TRUCK","39.08280823","-77.15106942","(39.08280823, -77.15106942)"
"10/21/2023 08:38:00 AM","HEAD ON LEFT TURN","N/A","N/A","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","35","2004","TOYT","4S","39.18781333","-77.18654667","(39.18781333, -77.18654667)"
"10/21/2023 05:23:00 AM","SAME DIR REAR END","RAINING","WET","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","West","45","2014","JEEP","CHEROKEE","39.06658994","-77.03012575","(39.06658994, -77.03012575)"
"10/21/2023 12:29:00 AM","OTHER","CLEAR","DRY","DARK -- UNKNOWN LIGHTING","Yes","NO APPARENT INJURY","EIGHT OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","55","2013","HONDA","ACCORD","39.14395355","-77.22449015","(39.14395355, -77.22449015)"
"10/20/2023 10:21:00 PM","SAME DIR REAR END","RAINING","WET","DARK LIGHTS ON","No","NO APPARENT INJURY","SEVEN OCLOCK","TRANSIT BUS","STOPPED IN TRAFFIC LANE","West","35","2013","NWFL","XDE","39.06016937","-77.08944142","(39.06016937, -77.08944142)"
"10/20/2023 10:07:00 PM","STRAIGHT MOVEMENT ANGLE","RAINING","WET","DARK LIGHTS ON","No","SUSPECTED MINOR INJURY","NINE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","West","40","2012","NISSIAN","SENTRA","39.19889175","-77.26065052","(39.19889175, -77.26065052)"
"10/20/2023 09:48:00 PM","OPPOSITE DIRECTION SIDESWIPE","RAINING","WET","DARK LIGHTS ON","No","NO APPARENT INJURY","NINE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","30","2018","MAZDA","6","39.14262505","-77.20200258","(39.14262505, -77.20200258)"
"10/20/2023 07:10:00 PM","HEAD ON LEFT TURN","RAINING","WET","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","North","40","2018","HOND","SD","39.07314917","-77.00283017","(39.07314917, -77.00283017)"
"10/20/2023 06:17:00 PM","OTHER","RAINING","WET","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PICKUP TRUCK","SLOWING OR STOPPING","South","35","2011","TOYOTA","TUNDRA","39.08367402","-77.14712403","(39.08367402, -77.14712403)"
"10/20/2023 05:30:00 PM","OTHER","CLOUDY","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWO OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","East","25","2023","CHEVROLET","SUV","38.98193833","-77.08863667","(38.98193833, -77.08863667)"
"10/20/2023 04:10:00 PM","SAME DIR REAR END","RAINING","WET","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","35","2019","VOLKSWAGON","JETTA","39.06273967","-77.041312","(39.06273967, -77.041312)"
"10/20/2023 03:48:00 PM","SAME DIR REAR END","RAINING","WET","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","25","2018","KIA","SOUL","39.07969833","-77.0973405","(39.07969833, -77.0973405)"
"10/20/2023 03:40:00 PM","SAME DIR REAR END","RAINING","WET","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","South","40","2020","TOYOTA","COROLLA","39.12614468","-77.18312177","(39.12614468, -77.18312177)"
"10/20/2023 03:30:00 PM","HEAD ON LEFT TURN","RAINING","WET","DAYLIGHT","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MAKING U TURN","South","35","2010","HOND","UT","39.02044167","-76.97663","(39.02044167, -76.97663)"
"10/20/2023 10:28:00 AM","OTHER","CLEAR","DRY","DAYLIGHT","No","SUSPECTED MINOR INJURY","SEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","25","2017","TOYT","TACOMA","39.08547682","-77.14662031","(39.08547682, -77.14662031)"
"10/20/2023 08:51:00 AM","SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ELEVEN OCLOCK","PASSENGER CAR","MAKING U TURN","East","40","2020","TOYOTA","CAMRY","39.05312833","-76.95326833","(39.05312833, -76.95326833)"
"10/20/2023 08:09:00 AM","SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","POLICE VEHICLE/EMERGENCY","STOPPED IN TRAFFIC LANE","South","40","2024","SUBA","UT","39.23695","-77.23629667","(39.23695, -77.23629667)"
"10/20/2023 06:30:00 AM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK NO LIGHTS","No","NO APPARENT INJURY","EIGHT OCLOCK","SCHOOL BUS","MOVING CONSTANT SPEED","South","55","2024","THOMAS","BUS","39.03777422","-77.14563271","(39.03777422, -77.14563271)"
"10/19/2023 10:17:00 PM","OPPOSITE DIR BOTH LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MAKING LEFT TURN","North","25","2021","JEEP","WRANGLER","39.02102056","-77.06197036","(39.02102056, -77.06197036)"
"10/19/2023 07:26:00 PM","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","25","2010","CHRY","PV","39.08931855","-77.07191052","(39.08931855, -77.07191052)"
"10/19/2023 07:10:00 PM","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","35","2016","LEXS","TK","39.03474833","-77.04928333","(39.03474833, -77.04928333)"
"10/19/2023 05:45:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","THREE OCLOCK","PASSENGER CAR","ACCELERATING","South","20","2013","LEXS","GS 40","39.00098069","-77.12112825","(39.00098069, -77.12112825)"
"10/19/2023 04:40:00 PM","SAME DIR REAR END","N/A","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","35","2019","FORD","PK","39.14948333","-77.24180667","(39.14948333, -77.24180667)"
"10/19/2023 04:37:00 PM","SAME DIR REAR END","N/A","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","East","30","2016","CADI","ESCALADE","39.03618167","-77.03695333","(39.03618167, -77.03695333)"
"10/19/2023 03:35:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","35","2008","CHEVY","HHR","39.03767833","-77.05061667","(39.03767833, -77.05061667)"
"10/19/2023 02:02:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","FIVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","30","2017","VOLK","GOLF","38.99806333","-77.02657833","(38.99806333, -77.02657833)"
"10/19/2023 11:57:00 AM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","POSSIBLE INJURY","TEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","25","2019","FORD","EXPLORER","38.99272833","-77.09591667","(38.99272833, -77.09591667)"
"10/19/2023 11:39:00 AM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","35","2022","TOYOTA","CAMRY","39.04831426","-77.05197666","(39.04831426, -77.05197666)"
"10/19/2023 07:22:00 AM","SAME DIR REAR END","N/A","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","East","25","2014","FORD","F150","39.128784","-77.19264467","(39.128784, -77.19264467)"
"10/18/2023 10:23:00 PM","HEAD ON LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","Unknown","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","North","35","2008","NISSAN","ALTIMA","38.9946105","-77.03632424","(38.9946105, -77.03632424)"
"10/18/2023 07:55:00 PM","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DUSK","Yes","NO APPARENT INJURY","NINE OCLOCK","VAN","STARTING FROM LANE","East","35","2007","CHEVY","VAN","39.0012529","-76.98613029","(39.0012529, -76.98613029)"
"10/18/2023 05:28:00 PM","OTHER","CLEAR","DRY","DAYLIGHT","Yes","POSSIBLE INJURY","EIGHT OCLOCK","PASSENGER CAR","MAKING RIGHT TURN","South","35","2016","TOYOTA","TK","39.05642485","-76.9544059","(39.05642485, -76.9544059)"
"10/18/2023 05:20:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","40","2000","NISSAN","ALTIMA","39.11662517","-77.167797","(39.11662517, -77.167797)"
"10/18/2023 04:05:00 PM","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","No","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","West","40","2023","MERZ","UT","39.09699667","-77.19472167","(39.09699667, -77.19472167)"
"10/18/2023 03:05:00 PM","SINGLE VEHICLE","N/A","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","20","2013","HYUNDAI","SONATA","38.99704183","-77.01208067","(38.99704183, -77.01208067)"
"10/18/2023 10:40:00 AM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","Yes","SUSPECTED MINOR INJURY","ELEVEN OCLOCK","PASSENGER CAR","MAKING LEFT TURN","East","35","2018","FORD","F250","39.0413705","-77.0486195","(39.0413705, -77.0486195)"
"10/18/2023 06:53:00 AM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAWN","Yes","NO APPARENT INJURY","FOUR OCLOCK","PASSENGER CAR","CHANGING LANES","South","35","2017","LEXUS","GS350","39.15247406","-77.21235953","(39.15247406, -77.21235953)"
"10/17/2023 10:52:00 PM","STRAIGHT MOVEMENT ANGLE","N/A","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","MAKING LEFT TURN","East","40","2019","TOYO","CAMRY","39.102868","-77.22108283","(39.102868, -77.22108283)"
"10/17/2023 08:10:00 PM","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","35","2020","FORD","TRANSIT","39.06290092","-77.05434326","(39.06290092, -77.05434326)"
"10/17/2023 06:45:00 PM","OTHER","CLEAR","DRY","DARK LIGHTS ON","Yes","NO APPARENT INJURY","ONE OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","Unknown","25","2023","HYUN","UT","39.12315263","-77.2385025","(39.12315263, -77.2385025)"
"10/17/2023 05:13:00 PM","SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)","MOVING CONSTANT SPEED","West","35","2018","ISU","NRR","38.98937625","-77.1497733","(38.98937625, -77.1497733)"
"10/17/2023 04:02:00 PM","SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","35","2002","LEXUS","GS300","39.02491333","-77.20631167","(39.02491333, -77.20631167)"
"10/17/2023 03:40:00 PM","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","ACCELERATING","North","40","2010","LEXUS","SUV","39.12232917","-77.17708733","(39.12232917, -77.17708733)"
"10/17/2023 01:35:00 PM","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","30","2004","VOLK","TK","39.30000483","-77.19980617","(39.30000483, -77.19980617)"
"10/17/2023 08:57:00 AM","SINGLE VEHICLE","CLOUDY","DRY","DAYLIGHT","Yes","NO APPARENT INJURY","TWO OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","35","2021","HOND","SD","39.03562167","-77.02593717","(39.03562167, -77.02593717)"
"10/17/2023 07:41:00 AM","SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","No","NO APPARENT INJURY","SIX OCLOCK","SCHOOL BUS","STOPPED IN TRAFFIC LANE","South","40","2017","THOMMAS","PUSHER","39.05882654","-76.99784886","(39.05882654, -76.99784886)"
"10/17/2023 06:25:00 AM","ANGLE MEETS RIGHT TURN","CLEAR","DRY","DARK LIGHTS ON","No","POSSIBLE INJURY","ONE OCLOCK","MOTORCYCLE","MOVING CONSTANT SPEED","West","35","2001","SUSUKI","GSX-R600","39.0498495","-77.07126917","(39.0498495, -77.07126917)"
"10/16/2023 08:34:00 PM","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","Yes","POSSIBLE INJURY","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","40","1998","HONDA","CIVIC","39.10109245","-77.04088488","(39.10109245, -77.04088488)"
